城市,日期,最高温度,最低温度,白天天气状况,晚间天气状况,风向,风力,风速(公里/小时),相对湿度,降水量,紫外线强度指数,能见度(公里)
黄南,2020-01-10,0,-9,多云,多云,东北风,1-2,6,38,0.0,3,24
海南,2020-01-04,5,-14,晴,小雪,东南风,3-4,17,76,0.0,2,16
海南,2020-01-05,0,-8,小雪,阴,东南风,3-4,14,86,0.0,1,22
海南,2020-01-06,-2,-12,多云,多云,西北风,3-4,22,68,1.8,1,25
海南,2020-01-07,-2,-16,晴,晴,东北风,3-4,24,87,0.0,1,24
海南,2020-01-08,-1,-14,晴,多云,西风,3-4,19,95,0.0,2,7
海南,2020-01-09,-1,-13,多云,多云,西风,3-4,19,92,0.0,2,5
海南,2020-01-10,-1,-15,阴,多云,西南风,3-4,14,87,0.0,1,23
果洛,2020-01-04,-1,-16,小雪,小雪,西南风,1-2,2,92,0.0,2,24
果洛,2020-01-05,-2,-15,小雪,小雪,西南风,3-4,19,60,1.2,2,25
果洛,2020-01-06,-4,-21,多云,晴,西风,3-4,15,55,0.8,3,24
果洛,2020-01-07,-3,-18,晴,多云,西风,4-5,29,68,0.0,4,25
果洛,2020-01-08,-1,-19,多云,多云,西南风,3-4,14,80,0.0,3,25
果洛,2020-01-09,-1,-15,阴,阴,西南风,4-5,25,69,0.0,3,25
果洛,2020-01-10,-2,-18,多云,晴,西风,3-4,14,47,0.8,3,25
玉树,2020-01-04,1,-11,小雪,小雪,西南风,1-2,6,78,0.0,0,24
玉树,2020-01-05,-1,-13,多云,中雪,南风,1-2,11,78,1.2,3,24
玉树,2020-01-06,-4,-21,多云,晴,西风,3-4,24,61,0.0,4,24
玉树,2020-01-07,0,-14,多云,多云,南风,1-2,9,70,0.0,4,24
玉树,2020-01-08,2,-15,多云,多云,西南风,1-2,11,81,0.0,2,25
玉树,2020-01-09,0,-15,阴,阴,西南风,1-2,6,81,0.0,4,24
玉树,2020-01-10,1,-15,多云,晴,西风,3-4,24,52,0.0,4,25
海西,2020-01-04,1,-9,多云,小雪,东北风,1-2,10,79,0.0,1,16
海西,2020-01-05,0,-10,多云,小雪,东北风,1-2,10,93,1.1,1,2
海西,2020-01-06,-6,-14,小雪,晴,西南风,1-2,2,42,0.9,1,24
海西,2020-01-07,-3,-12,晴,晴,东北风,1-2,7,38,0.0,1,22
海西,2020-01-08,0,-12,晴,多云,东风,1-2,10,51,0.0,3,24
海西,2020-01-09,0,-12,阴,阴,西北风,1-2,8,84,0.0,1,20
海西,2020-01-10,-8,-16,多云,晴,北风,1-2,1,40,0.0,3,24
海北,2020-01-04,1,-15,晴,小雪,东南风,1-2,8,83,0.0,4,24
海北,2020-01-05,0,-13,小雪,小雪,东风,3-4,20,93,0.0,1,12
海北,2020-01-06,-3,-21,阴,多云,西南风,3-4,23,80,0.0,2,18
海北,2020-01-07,-2,-20,晴,多云,西风,3-4,18,66,0.0,3,24
海北,2020-01-08,-1,-18,多云,多云,东南风,3-4,22,70,0.0,3,25
海北,2020-01-09,-1,-19,阴,阴,东南风,3-4,13,92,0.0,2,5
海北,2020-01-10,-4,-20,多云,晴,西风,1-2,5,56,0.0,3,24
兰州,2020-01-04,6,-3,多云,阴,东风,1-2,2,87,0.0,1,10
兰州,2020-01-05,3,-4,阴,阴,东北风,1-2,8,47,0.0,2,24
兰州,2020-01-06,1,-8,阴,多云,北风,1-2,10,62,0.0,1,25
兰州,2020-01-07,2,-8,晴,多云,东风,1-2,3,64,0.0,3,25
兰州,2020-01-08,2,-7,多云,小雪,东风,1-2,8,83,0.0,3,19
兰州,2020-01-09,1,-7,多云,阴,北风,1-2,2,75,0.0,2,19
兰州,2020-01-10,1,-8,阴,多云,北风,1-2,4,70,0.0,3,24
定西,2020-01-04,3,-8,多云,小雪,无持续风向,1-2,5,96,0.0,2,1
定西,2020-01-05,0,-8,小雪,小雪,无持续风向,1-2,9,54,0.0,1,24
定西,2020-01-06,-2,-12,多云,多云,无持续风向,1-2,11,72,1.2,2,25
定西,2020-01-07,1,-10,晴,多云,无持续风向,1-2,8,76,0.0,3,25
定西,2020-01-08,0,-8,阴,小雪,无持续风向,1-2,10,89,0.0,2,7
定西,2020-01-09,-2,-10,小雪,多云,无持续风向,1-2,5,82,0.0,2,12
定西,2020-01-10,0,-9,小雪,中雪,无持续风向,1-2,1,75,0.0,2,24
平凉,2020-01-04,2,-4,阴,小雪,东南风,1-2,8,96,0.0,2,1
平凉,2020-01-05,0,-4,中雪,小雪,东南风,1-2,2,69,2.1,1,24
平凉,2020-01-06,0,-7,小雪,多云,西北风,1-2,1,79,0.7,2,24
平凉,2020-01-07,1,-7,多云,多云,西北风,3-4,23,90,0.0,2,4
平凉,2020-01-08,1,-5,阴,阴,东南风,1-2,6,97,0.0,2,1
平凉,2020-01-09,0,-5,小雪,阴,东南风,1-2,8,85,0.8,1,18
平凉,2020-01-10,0,-8,雨夹雪,中雪,无持续风向,1-2,5,78,0.0,3,24
庆阳,2020-01-04,4,-3,多云,小雪,南风,1-2,5,98,0.0,1,1
庆阳,2020-01-05,1,-2,小雪,小雪,无持续风向,1-2,6,81,0.0,1,23
庆阳,2020-01-06,0,-3,小到中雪,小到中雪,无持续风向,1-2,6,91,0.7,1,15
庆阳,2020-01-07,1,-5,多云,多云,北风,1-2,9,95,0.0,1,3
庆阳,2020-01-08,-1,-5,多云,多云,南风,1-2,3,97,0.0,2,2
庆阳,2020-01-09,0,-4,阴,阴,南风,1-2,7,92,0.8,1,7
庆阳,2020-01-10,0,-7,雨夹雪,中雪,无持续风向,1-2,2,83,0.0,2,24
武威,2020-01-04,4,-8,晴,多云,西北风,3-4,13,58,0.0,3,25
武威,2020-01-05,1,-9,多云,多云,西北风,3-4,22,57,0.0,1,24
武威,2020-01-06,0,-11,多云,多云,西北风,3-4,20,60,0.0,1,24
武威,2020-01-07,2,-11,多云,晴,西北风,3-4,16,80,0.0,1,25
武威,2020-01-08,1,-10,多云,多云,西北风,3-4,15,94,0.0,3,12
武威,2020-01-09,-1,-11,多云,晴,西北风,3-4,13,89,0.0,2,12
武威,2020-01-10,-1,-13,中雪,小雪,无持续风向,1-2,5,72,0.0,3,24
金昌,2020-01-04,1,-10,晴,多云,西北风,4-5,26,53,0.0,3,25
金昌,2020-01-05,1,-11,多云,多云,西北风,4-5,31,51,0.0,2,25
金昌,2020-01-06,0,-13,多云,多云,西北风,3-4,22,63,0.0,1,24
金昌,2020-01-07,1,-13,晴,晴,西北风,3-4,17,91,0.0,5,18
金昌,2020-01-08,-2,-13,多云,多云,西北风,3-4,19,90,0.0,2,16
金昌,2020-01-09,-1,-12,多云,多云,西北风,3-4,21,76,0.0,2,17
金昌,2020-01-10,-6,-12,小雪,小雪,北风,3-4,16,67,0.0,3,25
张掖,2020-01-04,1,-13,多云,多云,西北风,3-4,13,47,0.0,0,25
张掖,2020-01-05,-1,-14,多云,多云,东北风,1-2,5,52,0.0,2,25
张掖,2020-01-06,-1,-15,多云,多云,北风,3-4,13,51,0.0,2,25
张掖,2020-01-07,1,-14,晴,晴,东北风,1-2,2,64,0.0,3,25
张掖,2020-01-08,0,-14,多云,多云,东北风,1-2,1,87,0.0,2,20
张掖,2020-01-09,0,-15,阴,阴,东北风,1-2,2,66,0.0,1,24
张掖,2020-01-10,-3,-14,阴,多云,北风,3-4,15,54,0.0,3,25
酒泉,2020-01-04,1,-12,晴,多云,东风,3-4,18,48,0.0,4,25
酒泉,2020-01-05,-2,-13,阴,阴,西风,3-4,13,53,0.0,1,25
酒泉,2020-01-06,-2,-14,多云,多云,西风,3-4,21,60,0.0,1,24
酒泉,2020-01-07,-2,-14,多云,多云,东风,3-4,24,75,0.0,2,25
酒泉,2020-01-08,-1,-13,多云,多云,东风,3-4,16,74,0.0,2,25
酒泉,2020-01-09,-1,-13,多云,多云,东风,1-2,4,52,0.0,2,24
酒泉,2020-01-10,-1,-12,小雪,晴,无持续风向,1-2,2,57,0.0,3,25
天水,2020-01-04,6,-1,阴,阵雪,东风,1-2,10,91,0.0,2,8
天水,2020-01-05,3,-2,小雪,小雪,东风,1-2,5,54,0.0,1,24
天水,2020-01-06,2,-5,小雪,阴,东风,1-2,5,62,2.2,2,25
天水,2020-01-07,5,-5,多云,阴,东风,1-2,5,87,0.0,2,18
天水,2020-01-08,3,-3,多云,多云,东风,1-2,5,92,0.0,1,3
天水,2020-01-09,2,-3,阵雪,阵雪,东风,1-2,9,94,0.0,1,3
天水,2020-01-10,2,-3,小雨,小雪,无持续风向,1-2,2,70,0.0,1,24
陇南,2020-01-04,9,1,多云,雨夹雪,无持续风向,1-2,2,93,0.0,1,10
陇南,2020-01-05,7,1,阴,小雪,无持续风向,1-2,1,72,0.0,2,22
陇南,2020-01-06,6,-2,阴,多云,无持续风向,1-2,7,72,0.0,2,24
陇南,2020-01-07,8,-2,晴,阴,无持续风向,1-2,2,83,0.0,3,24
陇南,2020-01-08,7,-2,多云,阴,无持续风向,1-2,6,91,0.0,2,9
陇南,2020-01-09,7,0,多云,阴,无持续风向,1-2,3,91,0.0,2,17
陇南,2020-01-10,7,0,小雨,小雨,无持续风向,1-2,1,75,0.0,1,24
临夏,2020-01-04,6,-7,多云,多云,无持续风向,1-2,1,75,0.0,1,16
临夏,2020-01-05,0,-8,小雪,小雪,无持续风向,1-2,8,59,0.0,2,24
临夏,2020-01-06,-1,-12,多云,晴,无持续风向,1-2,6,59,1.2,1,24
临夏,2020-01-07,4,-8,晴,晴,无持续风向,1-2,5,65,0.0,6,25
临夏,2020-01-08,1,-8,多云,多云,无持续风向,1-2,1,69,0.0,3,25
临夏,2020-01-09,0,-8,多云,小雪,无持续风向,1-2,3,89,0.0,2,4
临夏,2020-01-10,2,-9,小雨,小雪,无持续风向,1-2,2,69,1.2,2,24
甘南,2020-01-04,-7,-18,晴,晴,西风,1-2,3,76,0.0,2,25
甘南,2020-01-05,-5,-17,晴,小雪,东北风,1-2,9,96,0.0,2,4
甘南,2020-01-06,-8,-16,小雪,小雪,西南风,1-2,8,89,0.0,2,24
甘南,2020-01-07,-7,-18,晴,晴,东北风,1-2,10,74,0.0,2,25
甘南,2020-01-08,-7,-19,晴,晴,西风,1-2,7,71,0.0,2,25
甘南,2020-01-09,-7,-20,多云,多云,北风,1-2,8,87,0.0,2,25
甘南,2020-01-10,-10,-20,晴,多云,东北风,1-2,11,80,0.0,2,25
白银,2020-01-04,6,-9,多云,阴,无持续风向,1-2,5,73,0.0,0,21
白银,2020-01-05,5,-9,阴,阴,无持续风向,1-2,1,57,0.0,1,24
白银,2020-01-06,1,-11,阴,晴,无持续风向,1-2,7,73,0.0,1,24
白银,2020-01-07,4,-10,晴,晴,无持续风向,1-2,2,69,0.0,6,25
白银,2020-01-08,2,-6,晴,阴,无持续风向,1-2,4,84,0.0,3,13
白银,2020-01-09,2,-6,阴,阴,无持续风向,1-2,2,77,0.0,2,24
白银,2020-01-10,1,-8,雨夹雪,中雪,无持续风向,1-2,5,75,0.0,3,24
嘉峪关,2020-01-04,1,-9,多云,多云,西风,3-4,15,48,0.0,1,25
嘉峪关,2020-01-05,-2,-11,阴,阴,西风,3-4,20,52,0.0,1,25
嘉峪关,2020-01-06,-2,-11,多云,多云,西风,3-4,12,58,0.0,2,25
嘉峪关,2020-01-07,-1,-10,晴,晴,东风,3-4,20,73,0.0,0,25
嘉峪关,2020-01-08,-2,-11,晴,多云,东风,3-4,14,74,0.0,2,25
嘉峪关,2020-01-09,-3,-11,多云,多云,西风,3-4,14,59,0.0,2,25
嘉峪关,2020-01-10,-1,-10,小雪,晴,无持续风向,1-2,5,56,0.0,3,25
银川,2020-01-04,5,-5,多云,小雪,南风,3-4,12,80,0.0,2,13
银川,2020-01-05,2,-4,小雪,小雪,北风,3-4,17,94,1.9,1,1
银川,2020-01-06,0,-6,小雪,阴,无持续风向,1-2,8,67,0.0,1,24
银川,2020-01-07,1,-8,多云,多云,无持续风向,1-2,11,79,0.0,1,24
银川,2020-01-08,0,-6,多云,阴,无持续风向,1-2,9,94,0.0,3,2
银川,2020-01-09,1,-7,阴,阴,无持续风向,1-2,3,93,0.0,1,2
银川,2020-01-10,0,-7,阴,晴,无持续风向,1-2,6,91,0.0,1,23
石嘴山,2020-01-04,4,-11,多云,小雪,南风,3-4,18,87,0.0,2,8
石嘴山,2020-01-05,0,-7,小雪,阴,北风,3-4,17,89,1.9,1,16
石嘴山,2020-01-06,0,-9,阴,阴,无持续风向,1-2,5,73,0.0,1,24
石嘴山,2020-01-07,-3,-14,多云,多云,无持续风向,1-2,9,83,0.0,1,24
石嘴山,2020-01-08,-2,-15,多云,阴,无持续风向,1-2,3,95,0.0,2,3
石嘴山,2020-01-09,-2,-13,阴,阴,无持续风向,1-2,5,89,0.0,2,4
石嘴山,2020-01-10,-2,-14,阴,晴,无持续风向,1-2,1,89,0.0,1,16
吴忠,2020-01-04,6,-4,多云,小雪,南风,3-4,12,72,0.0,2,25
吴忠,2020-01-05,2,-5,小雪,小雪,北风,3-4,23,90,2.0,1,11
吴忠,2020-01-06,1,-5,小雪,阴,无持续风向,1-2,6,66,0.0,1,24
吴忠,2020-01-07,1,-8,多云,多云,无持续风向,1-2,6,90,0.0,1,24
吴忠,2020-01-08,3,-5,多云,阴,无持续风向,1-2,4,96,0.0,3,2
吴忠,2020-01-09,2,-7,阴,阴,东北风,3-4,18,89,0.0,2,6
吴忠,2020-01-10,0,-8,阴,晴,东北风,3-4,21,83,0.0,1,24
固原,2020-01-04,5,-5,多云,小雪,东南风,4-5,25,95,0.0,2,2
固原,2020-01-05,0,-6,小雪,阴,北风,3-4,23,84,3.4,1,20
固原,2020-01-06,-1,-8,阴,阴,无持续风向,1-2,4,95,1.4,2,15
固原,2020-01-07,0,-11,多云,多云,无持续风向,1-2,2,94,0.0,0,9
固原,2020-01-08,0,-6,阴,阴,无持续风向,1-2,9,97,0.0,2,6
固原,2020-01-09,0,-9,阴,阴,东北风,3-4,15,94,0.0,1,5
固原,2020-01-10,0,-10,阴,晴,东南风,3-4,20,72,0.0,3,24
中卫,2020-01-04,6,-6,多云,小雪,南风,4-5,30,56,0.0,1,25
中卫,2020-01-05,3,-6,阴,小雪,北风,3-4,20,69,1.4,1,23
中卫,2020-01-06,0,-7,阴,阴,无持续风向,1-2,10,75,0.0,0,24
中卫,2020-01-07,1,-11,多云,多云,无持续风向,1-2,8,89,0.0,2,23
中卫,2020-01-08,2,-7,多云,阴,东南风,3-4,22,92,0.0,3,3
中卫,2020-01-09,1,-9,阴,阴,东北风,3-4,12,91,0.0,2,10
中卫,2020-01-10,0,-9,晴,晴,南风,3-4,23,80,0.0,1,24
郑州,2020-01-04,11,1,多云,中雨,东风,1-2,6,90,0.0,2,4
郑州,2020-01-05,3,1,小雨,小雨,东北风,3-4,12,89,4.0,1,18
郑州,2020-01-06,3,0,小雨,中雨,北风,1-2,10,82,5.1,1,17
郑州,2020-01-07,0,-8,中雨,多云,北风,4-5,31,67,1.0,1,24
郑州,2020-01-08,-1,-6,多云,阴,西北风,1-2,6,81,0.0,3,16
郑州,2020-01-09,-1,-6,小雪,多云,西北风,1-2,4,86,0.0,2,23
郑州,2020-01-10,-1,-5,雨夹雪,大雪,东风,1-2,11,97,0.0,1,1
安阳,2020-01-04,8,0,阴,雨夹雪,东北风,1-2,9,41,0.0,1,10
安阳,2020-01-05,1,0,雨夹雪,雨夹雪,北风,1-2,7,90,1.0,1,24
安阳,2020-01-06,2,-1,阴,雨夹雪,北风,1-2,3,71,5.1,1,23
安阳,2020-01-07,1,-8,中雨,多云,北风,3-4,21,67,0.5,1,24
安阳,2020-01-08,-1,-8,多云,多云,东风,1-2,10,58,0.0,3,20
安阳,2020-01-09,-1,-8,多云,多云,南风,3-4,12,75,0.0,2,24
安阳,2020-01-10,-1,-6,多云,雨夹雪,东风,3-4,18,96,0.0,3,1
新乡,2020-01-04,8,-2,阴,雨夹雪,东风,1-2,5,76,0.0,2,7
新乡,2020-01-05,2,1,小雨,小雨,东北风,3-4,14,81,1.0,1,24
新乡,2020-01-06,3,0,小雨,中雪,东北风,4-5,28,74,2.4,1,24
新乡,2020-01-07,1,-5,中雪,多云,北风,3-4,17,71,0.7,1,24
新乡,2020-01-08,1,-5,阴,阴,东北风,1-2,8,80,0.0,3,16
新乡,2020-01-09,0,-6,多云,多云,东南风,1-2,4,86,0.0,2,22
新乡,2020-01-10,0,-4,多云,雨夹雪,南风,1-2,4,96,0.0,2,1
许昌,2020-01-04,10,0,多云,小雨,东风,1-2,5,92,0.0,2,8
许昌,2020-01-05,4,0,小雨,小雨,东北风,3-4,16,94,6.2,1,14
许昌,2020-01-06,3,-1,小雨,中雨,北风,3-4,21,92,5.1,1,11
许昌,2020-01-07,3,-6,中雨,多云,北风,4-5,30,82,2.6,1,24
许昌,2020-01-08,0,-5,多云,小雪,东北风,3-4,13,88,0.0,3,18
许昌,2020-01-09,1,-6,多云,多云,东北风,1-2,11,84,0.0,2,24
许昌,2020-01-10,6,-4,小雪,中雪,东北风,1-2,5,98,5.1,1,1
平顶山,2020-01-04,11,0,多云,中雨,东南风,1-2,10,91,0.0,2,9
平顶山,2020-01-05,5,2,小雨,中雨,东北风,3-4,16,93,2.0,1,10
平顶山,2020-01-06,5,1,中雨,中雨,北风,3-4,13,90,5.1,1,14
平顶山,2020-01-07,1,-7,小雨,多云,西北风,3-4,15,77,2.1,1,24
平顶山,2020-01-08,0,-7,阴,小雪,东北风,1-2,2,86,0.0,3,11
平顶山,2020-01-09,0,-3,小雨,阴,东北风,1-2,8,86,0.0,1,24
平顶山,2020-01-10,0,-2,小雪,中雪,北风,1-2,3,98,5.1,1,6
信阳,2020-01-04,11,5,小雨,中雨,东北风,1-2,8,97,3.5,1,5
信阳,2020-01-05,8,4,小雨,小雨,东北风,1-2,9,98,6.8,1,7
信阳,2020-01-06,5,2,中雨,大雨,北风,1-2,4,95,5.1,1,5
信阳,2020-01-07,4,0,小雨,阴,北风,1-2,4,85,2.8,1,24
信阳,2020-01-08,3,0,阴,小雨,东北风,1-2,10,90,0.0,3,15
信阳,2020-01-09,3,0,小雨,雨夹雪,东北风,1-2,4,94,0.0,2,15
信阳,2020-01-10,4,0,小雨,小雨,北风,1-2,6,96,1.0,1,14
南阳,2020-01-04,8,4,多云,中雨,东风,3-4,22,86,0.0,1,17
南阳,2020-01-05,6,3,小雨,小雨,东北风,4-5,27,90,6.3,1,19
南阳,2020-01-06,4,2,小雨,中雨,东北风,3-4,15,86,5.0,1,21
南阳,2020-01-07,5,-2,小雨,多云,东北风,3-4,14,78,2.6,1,24
南阳,2020-01-08,3,-1,多云,阴,东北风,3-4,21,88,0.0,3,7
南阳,2020-01-09,2,0,小雨,阴,东北风,3-4,18,91,0.0,1,21
南阳,2020-01-10,3,0,小雨,雨夹雪,东北风,3-4,16,93,0.0,1,20
开封,2020-01-04,10,2,多云,中雨,东风,1-2,7,86,0.0,2,7
开封,2020-01-05,5,1,中雨,小雨,东北风,1-2,10,94,5.1,1,14
开封,2020-01-06,3,0,小雨,中雨,东北风,1-2,7,89,5.1,1,21
开封,2020-01-07,0,-6,大雪,多云,北风,1-2,7,77,5.1,1,24
开封,2020-01-08,0,-4,多云,阴,东北风,1-2,3,89,0.0,3,10
开封,2020-01-09,0,-8,小雪,多云,东北风,1-2,2,79,0.0,2,24
开封,2020-01-10,-1,-6,多云,中雪,东北风,1-2,1,98,0.0,1,1
洛阳,2020-01-04,9,1,多云,中雨,东风,1-2,3,93,0.0,1,2
洛阳,2020-01-05,2,1,小雨,小雨,东风,1-2,11,91,5.1,1,22
洛阳,2020-01-06,1,0,小雨,中雨,北风,1-2,6,93,1.5,1,15
洛阳,2020-01-07,1,-4,小雨,多云,北风,1-2,1,77,3.8,1,24
洛阳,2020-01-08,0,-5,多云,小雪,东南风,1-2,6,96,0.0,3,1
洛阳,2020-01-09,0,-5,雨夹雪,多云,东风,1-2,5,99,0.0,1,1
洛阳,2020-01-10,0,-6,小雪,大雪,东南风,1-2,3,98,0.0,1,2
商丘,2020-01-04,11,-1,多云,小雨,东风,1-2,3,88,0.0,2,8
商丘,2020-01-05,5,3,中雨,中雨,东风,3-4,12,95,1.0,1,18
商丘,2020-01-06,5,1,中雨,中雨,北风,3-4,21,92,5.1,1,9
商丘,2020-01-07,1,-8,中雨,小雪,北风,4-5,27,82,5.1,1,24
商丘,2020-01-08,0,-8,多云,阴,北风,1-2,8,78,0.0,3,24
商丘,2020-01-09,1,-5,雨夹雪,多云,东北风,1-2,11,75,0.0,3,24
商丘,2020-01-10,2,-4,雨夹雪,小雪,东风,1-2,7,96,0.9,1,5
焦作,2020-01-04,9,0,阴,小雨,东风,1-2,4,89,0.0,2,3
焦作,2020-01-05,4,1,小雨,小雨,东风,1-2,4,89,3.8,1,23
焦作,2020-01-06,5,1,小雨,中雨,东北风,1-2,6,88,5.1,1,10
焦作,2020-01-07,4,-4,小雨,多云,东北风,1-2,2,83,5.1,1,16
焦作,2020-01-08,2,-3,多云,多云,东南风,1-2,4,84,0.0,3,4
焦作,2020-01-09,2,-5,雨夹雪,多云,东南风,1-2,1,94,0.0,2,10
焦作,2020-01-10,1,-3,多云,雨夹雪,东风,1-2,10,98,0.0,2,1
鹤壁,2020-01-04,6,-3,阴,雨夹雪,北风,3-4,22,44,0.0,1,9
鹤壁,2020-01-05,2,-1,雨夹雪,雨夹雪,北风,3-4,21,90,1.0,1,24
鹤壁,2020-01-06,2,0,雨夹雪,中雪,北风,4-5,27,81,1.0,1,21
鹤壁,2020-01-07,0,-10,中雪,多云,北风,3-4,13,68,0.4,1,24
鹤壁,2020-01-08,-1,-9,多云,阴,东北风,3-4,12,61,0.0,3,22
鹤壁,2020-01-09,-2,-10,多云,多云,东北风,1-2,1,80,0.0,2,24
鹤壁,2020-01-10,-2,-8,多云,中雪,东风,1-2,4,96,0.0,3,1
濮阳,2020-01-04,9,0,阴,雨夹雪,南风,1-2,5,53,0.0,1,24
濮阳,2020-01-05,3,0,小雪,雨夹雪,东北风,3-4,12,93,1.0,1,24
濮阳,2020-01-06,3,0,小雪,暴雪,北风,3-4,18,80,5.1,1,23
濮阳,2020-01-07,0,-9,暴雪,小雪,北风,4-5,26,72,2.9,1,24
濮阳,2020-01-08,-3,-10,多云,阴,西风,1-2,4,59,0.0,3,15
濮阳,2020-01-09,-1,-10,阴,多云,南风,1-2,11,73,0.0,1,25
濮阳,2020-01-10,-2,-10,阴,中雪,北风,1-2,4,94,0.0,1,2
周口,2020-01-04,11,3,多云,中雨,东风,1-2,5,93,0.0,1,7
周口,2020-01-05,6,3,小雨,小雨,东风,1-2,11,96,4.2,1,17
周口,2020-01-06,4,1,中雨,大雨,北风,1-2,11,93,5.1,1,6
周口,2020-01-07,3,-3,小雨,多云,北风,1-2,6,85,4.0,1,24
周口,2020-01-08,5,0,多云,小雨,东北风,1-2,7,84,0.0,3,20
周口,2020-01-09,3,0,阴,多云,东北风,1-2,8,82,0.0,2,24
周口,2020-01-10,3,0,小雨,雨夹雪,北风,1-2,10,96,1.0,1,14
漯河,2020-01-04,11,1,多云,中雨,东风,1-2,5,93,0.0,2,10
漯河,2020-01-05,6,2,小雨,中雨,东风,1-2,4,95,6.0,1,15
漯河,2020-01-06,3,0,小雨,中雨,北风,1-2,10,93,5.1,1,8
漯河,2020-01-07,4,-4,小雨,多云,北风,3-4,14,87,2.9,1,24
漯河,2020-01-08,2,-4,多云,小雪,北风,1-2,11,85,0.0,3,22
漯河,2020-01-09,1,-3,多云,多云,东北风,1-2,7,85,0.0,3,24
漯河,2020-01-10,1,-2,雨夹雪,雨夹雪,北风,1-2,9,97,0.8,1,1
驻马店,2020-01-04,11,4,多云,中雨,东风,1-2,3,95,0.0,2,10
驻马店,2020-01-05,6,1,小雨,小雨,东风,3-4,14,96,9.7,1,15
驻马店,2020-01-06,4,0,中雨,中雨,北风,1-2,3,94,5.1,1,7
驻马店,2020-01-07,2,-4,小雨,多云,北风,3-4,14,91,2.3,1,24
驻马店,2020-01-08,3,-3,阴,雨夹雪,东北风,1-2,10,89,0.0,3,14
驻马店,2020-01-09,1,-2,小雨,多云,东北风,1-2,11,91,0.0,1,24
驻马店,2020-01-10,1,0,阴,雨夹雪,北风,1-2,7,97,0.6,1,3
三门峡,2020-01-04,8,0,阴,中雨,北风,3-4,23,93,0.0,1,1
三门峡,2020-01-05,4,0,小雨,小雨,东南风,3-4,18,91,7.2,1,8
三门峡,2020-01-06,2,0,小雨,中雨,东北风,1-2,10,97,4.5,1,1
三门峡,2020-01-07,1,-4,小雨,多云,北风,1-2,6,83,1.0,1,21
三门峡,2020-01-08,1,-3,多云,小雪,东南风,3-4,12,90,0.0,3,1
三门峡,2020-01-09,0,-7,小雪,多云,东南风,3-4,19,96,0.0,1,1
三门峡,2020-01-10,0,-5,小雪,雨夹雪,西风,1-2,1,99,0.0,2,1
济源,2020-01-04,8,1,阴,中雨,东南风,1-2,6,95,0.0,2,1
济源,2020-01-05,4,1,小雨,小雨,东风,1-2,1,94,5.1,1,15
济源,2020-01-06,4,0,小雨,中雨,东风,1-2,4,96,1.0,1,3
济源,2020-01-07,4,-6,小雨,多云,东北风,1-2,11,83,5.1,1,19
济源,2020-01-08,3,-6,多云,多云,东南风,1-2,7,96,0.0,3,1
济源,2020-01-09,3,-5,雨夹雪,多云,东风,1-2,6,97,0.0,1,3
济源,2020-01-10,0,-3,多云,中雪,西南风,1-2,11,99,0.0,3,1
南京,2020-01-04,10,7,多云,小雨,东风,1-2,8,80,0.0,1,18
南京,2020-01-05,11,8,小雨,小雨,东南风,3-4,15,97,0.0,1,18
南京,2020-01-06,17,10,小雨,小雨,东南风,3-4,12,98,0.0,1,20
南京,2020-01-07,11,3,小雨,多云,西风,1-2,8,77,0.0,1,24
南京,2020-01-08,7,2,多云,多云,北风,1-2,6,72,0.0,2,25
南京,2020-01-09,6,4,多云,阴,东北风,1-2,1,79,0.0,3,25
南京,2020-01-10,7,4,小雨,中雨,东北风,1-2,11,93,5.1,1,22
无锡,2020-01-04,10,6,多云,多云,东风,1-2,2,76,1.0,2,25
无锡,2020-01-05,13,9,小雨,多云,东北风,3-4,14,92,0.0,2,25
无锡,2020-01-06,20,11,多云,多云,西南风,1-2,1,97,0.0,4,25
无锡,2020-01-07,20,4,小雨,多云,西风,1-2,4,77,1.0,2,24
无锡,2020-01-08,7,4,多云,多云,西北风,1-2,8,72,0.0,1,25
无锡,2020-01-09,11,5,多云,多云,东北风,1-2,2,72,0.0,3,25
无锡,2020-01-10,7,5,小雨,中雨,东北风,1-2,10,90,6.3,1,18
镇江,2020-01-04,10,5,晴,多云,东北风,1-2,11,80,0.0,5,24
镇江,2020-01-05,12,7,小雨,小雨,东南风,1-2,5,95,0.0,1,20
镇江,2020-01-06,15,9,小雨,小雨,西南风,3-4,24,98,0.0,1,20
镇江,2020-01-07,9,4,小雨,多云,西风,1-2,9,82,1.0,1,24
镇江,2020-01-08,4,1,多云,多云,北风,1-2,1,81,0.0,3,25
镇江,2020-01-09,6,2,多云,阴,东北风,1-2,4,81,0.0,3,25
镇江,2020-01-10,7,4,小雨,阵雨,东北风,1-2,2,95,5.1,1,23
苏州,2020-01-04,10,8,小雨,多云,东北风,1-2,3,73,1.2,0,25
苏州,2020-01-05,13,11,小雨,小雨,东南风,1-2,3,93,0.0,2,25
苏州,2020-01-06,18,13,阴,阴,南风,3-4,20,96,0.0,1,25
苏州,2020-01-07,18,4,小雨,多云,西风,3-4,23,74,1.0,2,24
苏州,2020-01-08,8,3,多云,多云,西北风,1-2,4,75,0.0,1,25
苏州,2020-01-09,10,7,多云,多云,东风,1-2,11,69,0.0,3,25
苏州,2020-01-10,9,7,小雨,中雨,东北风,1-2,4,86,5.1,1,20
